[MindSPONGE] Step: 1350, E_pot: -6447.297, E_kin: 9860.926, E_tot: 3413.629, Temperature: 312.76285, Time: 62.09ms
[MindSPONGE] Step: 1360, E_pot: -6440.246, E_kin: 9837.748, E_tot: 3397.502, Temperature: 312.02774, Time: 63.72ms
[MindSPONGE] Step: 1370, E_pot: -6239.5645, E_kin: 9592.053, E_tot: 3352.4883, Temperature: 304.23492, Time: 64.08ms
[MindSPONGE] Step: 1380, E_pot: -6321.949, E_kin: 9661.957, E_tot: 3340.0078, Temperature: 306.4521, Time: 65.22ms
[MindSPONGE] Step: 1390, E_pot: -6233.582, E_kin: 9599.992, E_tot: 3366.4102, Temperature: 304.48672, Time: 66.14ms
[MindSPONGE] Step: 1400, E_pot: -6489.254, E_kin: 9805.325, E_tot: 3316.0713, Temperature: 310.99936, Time: 67.57ms
[MindSPONGE] Step: 1410, E_pot: -6338.164, E_kin: 9734.072, E_tot: 3395.9082, Temperature: 308.7394, Time: 66.98ms
[MindSPONGE] Step: 1420, E_pot: -6236.043, E_kin: 9645.561, E_tot: 3409.5176, Temperature: 305.93204, Time: 69.86ms
[MindSPONGE] Step: 1430, E_pot: -6379.3984, E_kin: 9904.559, E_tot: 3525.1602, Temperature: 314.1468, Time: 68.27ms
[MindSPONGE] Step: 1440, E_pot: -6482.8047, E_kin: 10023.758, E_tot: 3540.9531, Temperature: 317.9275, Time: 71.00ms
[MindSPONGE] Step: 1450, E_pot: -6553.1484, E_kin: 9902.326, E_tot: 3349.1777, Temperature: 314.076, Time: 70.22ms
[MindSPONGE] Step: 1460, E_pot: -6420.037, E_kin: 9775.916, E_tot: 3355.879, Temperature: 310.0666, Time: 73.53ms
[MindSPONGE] Step: 1470, E_pot: -6498.1836, E_kin: 9881.713, E_tot: 3383.5293, Temperature: 313.42218, Time: 71.91ms
[MindSPONGE] Step: 1480, E_pot: -6596.5625, E_kin: 9960.191, E_tot: 3363.629, Temperature: 315.91132, Time: 75.85ms
[MindSPONGE] Step: 1490, E_pot: -6469.0977, E_kin: 9854.037, E_tot: 3384.9395, Temperature: 312.54437, Time: 73.19ms
[MindSPONGE] Step: 1500, E_pot: -6505.504, E_kin: 9880.377, E_tot: 3374.873, Temperature: 313.37982, Time: 70.91ms
[MindSPONGE] Step: 1510, E_pot: -6515.8477, E_kin: 9906.666, E_tot: 3390.8184, Temperature: 314.21362, Time: 78.54ms
[MindSPONGE] Step: 1520, E_pot: -6328.9023, E_kin: 9660.443, E_tot: 3331.541, Temperature: 306.40408, Time: 76.51ms
[MindSPONGE] Step: 1530, E_pot: -6606.0547, E_kin: 9964.607, E_tot: 3358.5527, Temperature: 316.0514, Time: 76.07ms
[MindSPONGE] Step: 1540, E_pot: -6474.074, E_kin: 9787.353, E_tot: 3313.2783, Temperature: 310.4293, Time: 80.88ms
[MindSPONGE] Step: 1550, E_pot: -6415.9688, E_kin: 9774.316, E_tot: 3358.3477, Temperature: 310.01584, Time: 83.61ms
[MindSPONGE] Step: 1560, E_pot: -6497.25, E_kin: 9903.334, E_tot: 3406.084, Temperature: 314.10797, Time: 83.39ms
[MindSPONGE] Step: 1570, E_pot: -6417.7637, E_kin: 9793.068, E_tot: 3375.3047, Temperature: 310.61063, Time: 84.12ms
[MindSPONGE] Step: 1580, E_pot: -6513.6875, E_kin: 9799.882, E_tot: 3286.1943, Temperature: 310.82672, Time: 87.49ms
[MindSPONGE] Step: 1590, E_pot: -6388.42, E_kin: 9702.856, E_tot: 3314.4365, Temperature: 307.74933, Time: 88.73ms
[MindSPONGE] Step: 1600, E_pot: -6495.254, E_kin: 9813.669, E_tot: 3318.415, Temperature: 311.264, Time: 91.04ms
[MindSPONGE] Step: 1610, E_pot: -6519.658, E_kin: 9840.461, E_tot: 3320.8027, Temperature: 312.11377, Time: 90.22ms
[MindSPONGE] Step: 1620, E_pot: -6462.6836, E_kin: 9785.219, E_tot: 3322.5352, Temperature: 310.36163, Time: 90.00ms
[MindSPONGE] Step: 1630, E_pot: -6746.9453, E_kin: 10006.67, E_tot: 3259.7246, Temperature: 317.3855, Time: 92.44ms
[MindSPONGE] Step: 1640, E_pot: -6644.467, E_kin: 9850.535, E_tot: 3206.0684, Temperature: 312.4333, Time: 95.20ms
[MindSPONGE] Step: 1650, E_pot: -6497.8516, E_kin: 9726.988, E_tot: 3229.1367, Temperature: 308.5147, Time: 96.68ms
[MindSPONGE] Step: 1660, E_pot: -6453.3066, E_kin: 9744.024, E_tot: 3290.7178, Temperature: 309.05508, Time: 95.61ms
[MindSPONGE] Step: 1670, E_pot: -6760.703, E_kin: 10001.177, E_tot: 3240.4736, Temperature: 317.21127, Time: 96.80ms
[MindSPONGE] Step: 1680, E_pot: -6707.84, E_kin: 9844.233, E_tot: 3136.3936, Temperature: 312.23343, Time: 100.12ms
